,player_defMatchup_a,player_off_a,player_off_ht,player_defMatchup_ht,poss,ptsScored_team,fga,fg,fga3,fg3,qSQ,iso_actions,iso_pts,pick_actions,pick_pts,post_actions,post_pts,offBall_actions,offBall_pts,passes,assistOppCreated,touches,touches_direct,touches_catchAndShoot,touches_paint,touches_time,tov,fta,ft_player,fouls
217571,"Zaman, Chase","Nading, Samuel",79,81,1,3,,,,,,,,,,,,2,0,1.0,0.0,1.0,0.0,0.0,0.0,1.88,,,,
217679,"Zaman, Chase","Nading, Samuel",79,81,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,4.36,,,,
217706,"Zaman, Chase","Nading, Samuel",79,81,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,12.64,,,,
217718,"Zaman, Chase","Nading, Samuel",79,81,1,2,1.0,1.0,0.0,0.0,30.7521641254,,,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,10.48,,,,
217723,"Zaman, Chase","Nading, Samuel",79,81,1,0,1.0,0.0,1.0,0.0,53.8728743792,,,,,,,1,0,,,1.0,1.0,1.0,0.0,1.08,,,,
217728,"Zaman, Chase","Nading, Samuel",79,81,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
217737,"Zaman, Chase","Nading, Samuel",79,81,1,0,1.0,0.0,1.0,0.0,50.2361789346,,,1.0,0.0,,,1,0,2.0,0.0,3.0,1.0,0.0,0.0,4.8,,,,
217809,"Zaman, Chase","Nading, Samuel",79,81,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,2.56,,,,
217846,"Zaman, Chase","Nading, Samuel",79,81,1,3,,,,,,,,1.0,3.0,,,2,0,2.0,0.0,2.0,0.0,0.0,0.0,3.72,,,,
217856,"Zaman, Chase","Nading, Samuel",79,81,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,2.04,,,,
217950,"Zaman, Chase","Nading, Samuel",79,81,1,2,1.0,1.0,0.0,0.0,52.6646077633,,,,,,,1,2,1.0,0.0,2.0,1.0,0.0,0.0,2.32,,,,
217973,"Zaman, Chase","Nading, Samuel",79,81,1,0,,,,,,,,2.0,0.0,,,0,0,2.0,0.0,2.0,0.0,0.0,0.0,4.92,,,,
218674,"Freyta, Anthony","Nading, Samuel",79,81,1,0,,,,,,,,3.0,0.0,,,0,0,1.0,0.0,1.0,1.0,0.0,0.0,18.64,1.0,,,
218823,"Freyta, Anthony","Nading, Samuel",79,81,1,3,,,,,,,,1.0,0.0,,,0,0,2.0,0.0,2.0,1.0,0.0,0.0,5.7,,,,
219320,"Freyta, Anthony","Nading, Samuel",79,81,1,0,,,,,,,,1.0,0.0,,,0,0,3.0,0.0,3.0,0.0,0.0,0.0,3.64,,,,
220498,"Freyta, Anthony","Nading, Samuel",79,81,1,0,1.0,0.0,0.0,0.0,13.5801076889,1.0,0.0,,,,,1,0,,,1.0,1.0,0.0,0.0,6.36,,,,
220821,"Freyta, Anthony","Nading, Samuel",79,81,1,3,,,,,,,,,,,,0,0,,,,,,,,,,,
220958,"Freyta, Anthony","Nading, Samuel",79,81,1,1,,,,,,,,,,,,1,1,1.0,0.0,2.0,1.0,0.0,0.0,2.32,,,,
221656,"Cordero, Maurice","Nading, Samuel",79,73,1,0,,,,,,,,1.0,0.0,1.0,0.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,17.84,1.0,,,
221990,"Cordero, Maurice","Nading, Samuel",79,73,1,0,1.0,0.0,0.0,0.0,26.6201257706,,,3.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,16.28,,,,
222227,"Cordero, Maurice","Nading, Samuel",79,73,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
222260,"Cordero, Maurice","Nading, Samuel",79,73,1,0,,,,,,1.0,0.0,1.0,0.0,1.0,0.0,0,0,2.0,0.0,2.0,0.0,0.0,0.0,8.540000000000001,,,,
223278,"Cordero, Maurice","Nading, Samuel",79,73,1,0,1.0,0.0,0.0,0.0,59.523922205,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,8.12,,,,
223900,"Cordero, Maurice","Nading, Samuel",79,73,1,2,1.0,1.0,0.0,0.0,57.8131079674,,,1.0,2.0,1.0,2.0,0,0,,,1.0,1.0,0.0,0.0,11.84,,,,
224660,"Outhouse, Brent","Nading, Samuel",79,83,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
224740,"Outhouse, Brent","Nading, Samuel",79,83,1,0,1.0,0.0,1.0,0.0,50.9881585836,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,8.84,,,,
226337,"Outhouse, Brent","Nading, Samuel",79,83,1,0,1.0,0.0,0.0,0.0,36.9917750359,1.0,0.0,,,,,2,0,,,1.0,1.0,0.0,0.0,7.28,,,,
227044,"Outhouse, Brent","Nading, Samuel",79,83,1,0,,,,,,,,,,,,0,0,,,1.0,1.0,0.0,1.0,2.52,1.0,,,
227704,"Outhouse, Brent","Nading, Samuel",79,83,1,0,1.0,0.0,1.0,0.0,50.0689432025,,,2.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,13.36,,,,
227761,"Outhouse, Brent","Nading, Samuel",79,83,1,3,,,,,,,,1.0,3.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,9.72,,,,
229107,"Thin-Elk, Edward","Nading, Samuel",79,74,1,3,,,,,,,,1.0,0.0,,,0,0,3.0,0.0,3.0,0.0,0.0,0.0,5.373333333333332,,,,
229337,"Thin-Elk, Edward","Nading, Samuel",79,74,1,0,1.0,0.0,0.0,0.0,34.1162145138,1.0,0.0,2.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,8.8,,,,
229346,"Thin-Elk, Edward","Nading, Samuel",79,74,1,0,,,,,,,,1.0,0.0,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,6.78,,,,
229973,"Thin-Elk, Edward","Nading, Samuel",79,74,1,2,1.0,1.0,0.0,0.0,59.1619670391,1.0,2.0,2.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,13.6,,,,
230414,"Thin-Elk, Edward","Nading, Samuel",79,74,1,0,1.0,0.0,1.0,0.0,42.6510840654,,,1.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,7.220000000000001,,,,
230416,"Thin-Elk, Edward","Nading, Samuel",79,74,1,0,,,,,,,,,,,,0,0,2.0,0.0,2.0,0.0,0.0,0.0,3.54,,,,
230594,"Thin-Elk, Edward","Nading, Samuel",79,74,1,0,1.0,0.0,1.0,0.0,46.6008067131,,,1.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,7.44,,,,
230944,"Thin-Elk, Edward","Nading, Samuel",79,74,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
231086,"Thin-Elk, Edward","Nading, Samuel",79,74,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,3.72,,,,
231101,"Thin-Elk, Edward","Nading, Samuel",79,74,1,0,1.0,0.0,0.0,0.0,68.4667766094,1.0,0.0,,,,,0,0,,,1.0,1.0,0.0,0.0,9.4,,,,
231326,"Harjo, Travis","Nading, Samuel",79,80,1,0,,,,,,1.0,0.0,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,9.68,,,,
231449,"Harjo, Travis","Nading, Samuel",79,80,1,2,,,,,,,,1.0,2.0,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,4.0,,,,
231473,"Harjo, Travis","Nading, Samuel",79,80,1,0,1.0,0.0,0.0,0.0,50.6238877773,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,11.0,,,,
231582,"Harjo, Travis","Nading, Samuel",79,80,1,0,,,,,,,,1.0,0.0,,,1,0,2.0,0.0,2.0,1.0,0.0,0.0,6.24,,,,
231586,"Harjo, Travis","Nading, Samuel",79,80,1,1,,,,,,,,,,,,0,0,,,,,,,,,,,
231785,"Harjo, Travis","Nading, Samuel",79,80,1,0,,,,,,,,1.0,0.0,,,1,0,2.0,1.0,2.0,1.0,0.0,0.0,5.92,,,,
231880,"Harjo, Travis","Nading, Samuel",79,80,1,1,0.0,0.0,0.0,0.0,,1.0,1.0,,,,,0,0,,,1.0,1.0,0.0,0.0,8.24,,2.0,1.0,1.0
232067,"Harjo, Travis","Nading, Samuel",79,80,1,0,1.0,0.0,0.0,0.0,35.9198093414,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,8.8,,,,
232256,"Harjo, Travis","Nading, Samuel",79,80,1,0,1.0,0.0,1.0,0.0,42.3889741302,,,,,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,1.22,,,,
232306,"Harjo, Travis","Nading, Samuel",79,80,1,0,1.0,0.0,1.0,0.0,47.48454988,1.0,0.0,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,8.8,,,,
232373,"Harjo, Travis","Nading, Samuel",79,80,1,2,,,,,,1.0,0.0,,,,,0,0,2.0,0.0,2.0,1.0,0.0,0.0,4.38,,,,
232426,"Harjo, Travis","Nading, Samuel",79,80,1,0,1.0,0.0,0.0,0.0,47.0808923244,,,,,1.0,0.0,1,0,,,1.0,1.0,0.0,0.0,4.84,,,,
233184,"Harjo, Travis","Nading, Samuel",79,80,1,2,1.0,1.0,0.0,0.0,42.0507609844,,,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,11.6,,,,
233935,"Harjo, Travis","Nading, Samuel",79,80,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,5.08,,,,
234083,"Harjo, Travis","Nading, Samuel",79,80,1,2,1.0,1.0,0.0,0.0,31.6799730062,,,2.0,2.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,7.979999999999999,,,,
234289,"Harjo, Travis","Nading, Samuel",79,80,1,3,,,,,,,,,,,,0,0,,,,,,,,,,,
234578,"Lambertson, Kevin","Nading, Samuel",79,77,1,2,,,,,,,,2.0,2.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,8.36,,,,
234668,"Lambertson, Kevin","Nading, Samuel",79,77,1,3,,,,,,,,,,,,0,0,,,,,,,,,,,
235122,"Lambertson, Kevin","Nading, Samuel",79,77,1,0,,,,,,,,2.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,11.6,,,,
235207,"Lambertson, Kevin","Nading, Samuel",79,77,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,8.48,,,,
235401,"Lambertson, Kevin","Nading, Samuel",79,77,1,0,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,9.44,,,,
235405,"Lambertson, Kevin","Nading, Samuel",79,77,1,2,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,8.52,,,,
235493,"Lambertson, Kevin","Nading, Samuel",79,77,1,2,,,,,,,,,,,,2,4,1.0,1.0,1.0,1.0,0.0,0.0,1.32,,,,
235599,"Lambertson, Kevin","Nading, Samuel",79,77,1,3,,,,,,,,1.0,0.0,,,0,0,3.0,0.0,3.0,0.0,0.0,0.0,4.96,,,,
235805,"Lambertson, Kevin","Nading, Samuel",79,77,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,2.72,,,,
235931,"Lambertson, Kevin","Nading, Samuel",79,77,1,3,,,,,,,,,,,,0,0,,,,,,,,,,,
235985,"Lambertson, Kevin","Nading, Samuel",79,77,1,0,,,,,,,,2.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,13.96,,,,
235986,"Lambertson, Kevin","Nading, Samuel",79,77,1,1,0.0,0.0,0.0,0.0,,1.0,1.0,,,,,0,0,,,1.0,1.0,0.0,0.0,9.96,,2.0,1.0,1.0
236149,"Lambertson, Kevin","Nading, Samuel",79,77,1,2,,,,,,,,,,,,0,0,,,,,,,,,,,
236315,"Lambertson, Kevin","Nading, Samuel",79,77,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.48,,,,
236640,"Lambertson, Kevin","Nading, Samuel",79,77,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,10.68,,,,
237163,"Lambertson, Kevin","Nading, Samuel",79,77,1,0,,,,,,,,2.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,7.48,,,,
237410,"Lambertson, Kevin","Nading, Samuel",79,77,1,3,,,,,,,,1.0,3.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,6.2,,,,
237449,"Lambertson, Kevin","Nading, Samuel",79,77,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,9.4,,,,
237473,"Lambertson, Kevin","Nading, Samuel",79,77,1,3,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.84,,,,
237976,"Lambertson, Kevin","Nading, Samuel",79,77,1,0,,,,,,,,2.0,0.0,,,0,0,2.0,0.0,2.0,0.0,0.0,0.0,4.68,,,,
238144,"Lambertson, Kevin","Nading, Samuel",79,77,1,3,,,,,,,,,,,,1,3,1.0,0.0,1.0,1.0,0.0,0.0,1.6,,,,
238476,"Young, Jonathan","Nading, Samuel",79,76,1,0,,,,,,,,,,1.0,0.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,11.56,1.0,,,
238708,"Young, Jonathan","Nading, Samuel",79,76,1,2,,,,,,,,1.0,0.0,2.0,2.0,0,0,1.0,0.0,2.0,1.0,0.0,0.0,7.819999999999999,,2.0,2.0,1.0
238721,"Young, Jonathan","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,13.56,,,,
240395,"Young, Jonathan","Nading, Samuel",79,76,1,0,1.0,0.0,1.0,0.0,50.0754743814,,,2.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,5.26,,,,
240406,"Young, Jonathan","Nading, Samuel",79,76,1,3,1.0,1.0,1.0,1.0,50.2387404442,1.0,3.0,,,,,0,0,,,1.0,1.0,0.0,0.0,6.32,,,,
240930,"Young, Jonathan","Nading, Samuel",79,76,1,2,,,,,,,,2.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,8.44,,,,
241165,"Young, Jonathan","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
241186,"Young, Jonathan","Nading, Samuel",79,76,1,0,,,,,,,,,,,,2,0,2.0,0.0,2.0,0.0,0.0,0.0,1.1,,,,
241309,"Young, Jonathan","Nading, Samuel",79,76,1,0,1.0,0.0,0.0,0.0,35.0179940462,1.0,0.0,1.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,6.8,,,,
241376,"Young, Jonathan","Nading, Samuel",79,76,1,0,1.0,0.0,0.0,0.0,37.3714178801,1.0,0.0,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,22.08,,,,
242782,"L'Hirondelle, Mario","Nading, Samuel",79,80,1,3,,,,,,,,,,,,2,0,1.0,0.0,1.0,0.0,0.0,0.0,2.28,,,,
243472,"L'Hirondelle, Mario","Nading, Samuel",79,80,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,10.36,,,,
243868,"L'Hirondelle, Mario","Nading, Samuel",79,80,1,2,,,,,,,,,,,,0,0,,,,,,,,,,,
244385,"L'Hirondelle, Mario","Nading, Samuel",79,80,1,0,1.0,0.0,1.0,0.0,43.7999770045,1.0,0.0,1.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,2.32,,,,
245462,"Thomas, Joseph","Nading, Samuel",79,84,1,0,,,,,,,,,,,,2,0,2.0,0.0,2.0,0.0,0.0,0.0,3.42,,,,
246799,"Thomas, Joseph","Nading, Samuel",79,84,1,0,,,,,,,,,,,,2,0,2.0,0.0,2.0,0.0,0.0,0.0,2.44,,,,
246861,"Thomas, Joseph","Nading, Samuel",79,84,1,2,1.0,1.0,0.0,0.0,48.4303146601,1.0,2.0,,,,,2,4,1.0,0.0,2.0,1.0,0.0,0.0,4.94,,,,
247024,"Werner, Farrell","Nading, Samuel",79,78,1,2,1.0,1.0,0.0,0.0,90.0472760201,,,,,,,0,0,,,1.0,1.0,0.0,0.0,1.92,,,,
247223,"Werner, Farrell","Nading, Samuel",79,78,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,3.48,,,,
247275,"Werner, Farrell","Nading, Samuel",79,78,1,2,1.0,1.0,0.0,0.0,43.9007818699,1.0,2.0,1.0,2.0,,,1,2,1.0,0.0,2.0,1.0,0.0,0.0,7.86,,,,
247586,"Werner, Farrell","Nading, Samuel",79,78,1,3,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,6.96,,,,
247652,"Werner, Farrell","Nading, Samuel",79,78,1,3,,,,,,,,1.0,0.0,,,1,3,2.0,1.0,2.0,1.0,0.0,0.0,7.34,,,,
247932,"Werner, Farrell","Nading, Samuel",79,78,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.16,,,,
248080,"Werner, Farrell","Nading, Samuel",79,78,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
249088,"Werner, Farrell","Nading, Samuel",79,78,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
249189,"Werner, Farrell","Nading, Samuel",79,78,1,2,1.0,1.0,0.0,0.0,38.1408631802,,,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,12.0,,,,
249223,"Werner, Farrell","Nading, Samuel",79,78,1,3,,,,,,,,,,,,0,0,,,,,,,,,,,
249381,"Werner, Farrell","Nading, Samuel",79,78,1,3,,,,,,,,1.0,0.0,,,1,3,2.0,1.0,2.0,1.0,0.0,0.0,4.42,,,,
249584,"Werner, Farrell","Nading, Samuel",79,78,1,3,1.0,1.0,1.0,1.0,47.7987706661,,,1.0,3.0,,,0,0,,,1.0,1.0,0.0,0.0,11.76,,,,
249718,"Werner, Farrell","Nading, Samuel",79,78,1,3,,,,,,,,1.0,3.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,8.04,,,,
250221,"Werner, Farrell","Nading, Samuel",79,78,1,3,0.0,0.0,0.0,0.0,,1.0,3.0,1.0,3.0,,,0,0,,,1.0,1.0,0.0,0.0,9.56,,3.0,3.0,1.0
250296,"Werner, Farrell","Nading, Samuel",79,78,1,0,,,,,,,,1.0,0.0,1.0,0.0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,10.2,,,,
250463,"Werner, Farrell","Nading, Samuel",79,78,1,0,1.0,0.0,1.0,0.0,45.7075238228,1.0,0.0,1.0,0.0,,,1,0,1.0,0.0,2.0,1.0,0.0,0.0,4.88,,,,
253759,"Petersen, Tyler","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,10.72,,,,
255099,"Petersen, Tyler","Nading, Samuel",79,76,1,2,1.0,1.0,0.0,0.0,42.2750771046,,,1.0,2.0,,,1,2,1.0,0.0,2.0,1.0,0.0,0.0,6.84,,,,
255194,"Petersen, Tyler","Nading, Samuel",79,76,1,3,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,12.4,,,,
260768,"Valdez, Isaiah","Nading, Samuel",79,74,1,2,0.0,0.0,0.0,0.0,,1.0,2.0,,,,,0,0,,,1.0,1.0,0.0,0.0,6.24,,2.0,2.0,1.0
261326,"Valdez, Isaiah","Nading, Samuel",79,74,1,2,1.0,1.0,0.0,0.0,55.4281413555,,,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,8.48,,,,
261401,"Valdez, Isaiah","Nading, Samuel",79,74,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
262873,"Valdez, Isaiah","Nading, Samuel",79,74,1,0,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,2.92,,,,
263142,"Valdez, Isaiah","Nading, Samuel",79,74,1,2,1.0,1.0,0.0,0.0,46.0812062025,,,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,10.8,,,,
263928,"Smith, Aaron","Nading, Samuel",79,80,1,0,,,,,,1.0,0.0,2.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,14.24,,,,
263985,"Smith, Aaron","Nading, Samuel",79,80,1,3,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,6.16,,,,
264427,"Smith, Aaron","Nading, Samuel",79,80,1,0,,,,,,,,2.0,0.0,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,4.84,,,,
264470,"Smith, Aaron","Nading, Samuel",79,80,1,2,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,6.92,,,,
264597,"Smith, Aaron","Nading, Samuel",79,80,1,0,,,,,,,,1.0,0.0,,,1,0,2.0,0.0,2.0,1.0,0.0,0.0,8.24,1.0,,,
264699,"Smith, Aaron","Nading, Samuel",79,80,1,2,,,,,,1.0,2.0,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,18.44,,2.0,2.0,1.0
264932,"Smith, Aaron","Nading, Samuel",79,80,1,0,,,,,,1.0,0.0,2.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,13.2,,,,
265010,"Smith, Aaron","Nading, Samuel",79,80,1,2,1.0,1.0,0.0,0.0,39.3335461617,1.0,2.0,2.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,14.0,,,,
265116,"Smith, Aaron","Nading, Samuel",79,80,1,3,1.0,1.0,1.0,1.0,49.9862104654,1.0,3.0,1.0,3.0,,,0,0,,,1.0,1.0,0.0,0.0,13.44,,,,
265797,"Smith, Aaron","Nading, Samuel",79,80,1,2,0.0,0.0,0.0,0.0,,,,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,12.24,,2.0,2.0,1.0
266427,"Smith, Aaron","Nading, Samuel",79,80,1,3,1.0,1.0,1.0,1.0,54.1794642806,,,1.0,0.0,,,0,0,1.0,1.0,2.0,2.0,0.0,0.0,6.1,,,,
266741,"Smith, Aaron","Nading, Samuel",79,80,1,0,1.0,0.0,1.0,0.0,45.1123908162,1.0,0.0,1.0,0.0,,,1,0,1.0,0.0,2.0,1.0,0.0,0.0,5.12,,,,
266817,"Smith, Aaron","Nading, Samuel",79,80,1,0,1.0,0.0,0.0,0.0,38.1374150515,1.0,0.0,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,16.52,,,,
267301,"Smith, Aaron","Nading, Samuel",79,80,1,3,,,,,,,,1.0,3.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,7.84,,,,
267709,"Smith, Aaron","Nading, Samuel",79,80,1,2,1.0,1.0,0.0,0.0,39.6022081375,1.0,2.0,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,20.72,,,,
267807,"Smith, Aaron","Nading, Samuel",79,80,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,4.32,,,,
271488,"Marsh, Trevon","Nading, Samuel",79,76,1,0,,,,,,1.0,0.0,,,,,0,0,1.0,0.0,1.0,1.0,0.0,0.0,16.28,,,,
271607,"Marsh, Trevon","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,8.12,,,,
271971,"Marsh, Trevon","Nading, Samuel",79,76,1,2,1.0,1.0,0.0,0.0,41.2907987833,1.0,2.0,,,,,0,0,2.0,0.0,3.0,1.0,0.0,0.0,1.9466666666666663,,,,
272044,"Marsh, Trevon","Nading, Samuel",79,76,1,0,,,,,,,,2.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,11.08,,,,
272463,"Marsh, Trevon","Nading, Samuel",79,76,1,2,1.0,1.0,0.0,0.0,49.2511212826,,,1.0,2.0,1.0,2.0,0,0,,,1.0,1.0,0.0,0.0,14.4,,,,
273225,"Marsh, Trevon","Nading, Samuel",79,76,1,2,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,2.8,,,,
273300,"Marsh, Trevon","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,2.64,,,,
273359,"Marsh, Trevon","Nading, Samuel",79,76,1,3,1.0,1.0,0.0,0.0,71.5102791786,,,1.0,3.0,1.0,3.0,0,0,,,1.0,1.0,0.0,0.0,10.6,,1.0,1.0,1.0
273921,"Marsh, Trevon","Nading, Samuel",79,76,1,3,,,,,,1.0,3.0,1.0,3.0,,,2,6,1.0,1.0,1.0,1.0,0.0,0.0,7.6,,,,
275722,"Martinez, Luke","Nading, Samuel",79,85,1,2,1.0,0.0,1.0,0.0,51.8896132708,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,6.96,,,,
277709,"Martinez, Luke","Nading, Samuel",79,85,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.2,,,,
280212,"Cordova, Jacob","Nading, Samuel",79,80,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
280793,"Cordova, Jacob","Nading, Samuel",79,80,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
281973,"Cordova, Jacob","Nading, Samuel",79,80,1,2,1.0,1.0,0.0,0.0,57.9058468342,,,,,,,0,0,,,1.0,1.0,0.0,0.0,2.92,,,,
282237,"Chacon, Parker","Nading, Samuel",79,75,1,3,,,,,,,,1.0,0.0,1.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,7.68,,,,
282665,"Chacon, Parker","Nading, Samuel",79,75,1,3,1.0,1.0,1.0,1.0,51.4862269163,,,1.0,3.0,,,0,0,,,1.0,1.0,0.0,0.0,7.4,,,,
282967,"Chacon, Parker","Nading, Samuel",79,75,1,0,,,,,,,,,,1.0,0.0,0,0,1.0,0.0,2.0,1.0,0.0,0.0,1.6800000000000002,1.0,,,
283025,"Chacon, Parker","Nading, Samuel",79,75,1,0,,,,,,,,1.0,0.0,1.0,0.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,15.12,,,,
283450,"Chacon, Parker","Nading, Samuel",79,75,1,3,,,,,,,,,,,,2,6,2.0,1.0,2.0,1.0,0.0,0.0,2.2,,,,
283598,"Chacon, Parker","Nading, Samuel",79,75,1,0,,,,,,1.0,0.0,1.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,11.2,,,,
283633,"Chacon, Parker","Nading, Samuel",79,75,1,3,,,,,,,,1.0,3.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,8.88,,,,
284032,"Chacon, Parker","Nading, Samuel",79,75,1,0,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,3.44,,,,
284294,"Chacon, Parker","Nading, Samuel",79,75,1,0,1.0,0.0,0.0,0.0,38.3405119181,1.0,0.0,1.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,6.72,,,,
284339,"Chacon, Parker","Nading, Samuel",79,75,1,0,1.0,0.0,0.0,0.0,50.2609312534,,,2.0,0.0,1.0,0.0,0,0,,,1.0,1.0,0.0,0.0,11.2,,,,
284395,"Chacon, Parker","Nading, Samuel",79,75,1,2,1.0,1.0,0.0,0.0,71.4625358582,1.0,2.0,1.0,2.0,,,0,0,2.0,0.0,3.0,1.0,0.0,0.0,4.213333333333334,,,,
284559,"Chacon, Parker","Nading, Samuel",79,75,1,2,0.0,0.0,0.0,0.0,,,,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,8.6,,2.0,2.0,1.0
